SEQUENCE_NO,RUN_ID,CANONICAL_ID,CANONICAL_NAME,HISTORICAL_STATUS,SELECTION_SOURCE,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,SIZE_BYTES,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR,ORIGINAL_PHASE8G_DESTINATION,HYDRATION_VERSION
22,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_AUC.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_AUC.csv,07_ADJUDICATION,121,ccc4339c6c60e26ecbcd64ed7fa72548c283206a7939eb6631a4351f22a80e8e,ccc4339c6c60e26ecbcd64ed7fa72548c283206a7939eb6631a4351f22a80e8e,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_AUC.csv,PHASE8G_ORIGINAL_VERIFIED
23,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_EDGE_PREVALENCE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_EDGE_PREVALENCE.csv,07_ADJUDICATION,1912,bd39e4e4ac2a6481232f2d4c7b7ec0ae220e8709aa21324542a161ce2a2af870,bd39e4e4ac2a6481232f2d4c7b7ec0ae220e8709aa21324542a161ce2a2af870,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_EDGE_PREVALENCE.csv,PHASE8G_ORIGINAL_VERIFIED
24,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_FALSIFICATION_RESULTS_UPLOAD.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\08_PACKAGE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_FALSIFICATION_RESULTS_UPLOAD.zip,08_PACKAGE,1057769,05b68cfd38a054ffc47ce527e4ffdb99d6d968a2485f78023340229a7fb8f05f,05b68cfd38a054ffc47ce527e4ffdb99d6d968a2485f78023340229a7fb8f05f,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\08_PACKAGE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_FALSIFICATION_RESULTS_UPLOAD.zip,PHASE8G_ORIGINAL_VERIFIED
25,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_GROUP_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_GROUP_SUMMARY.csv,07_ADJUDICATION,347,87993d813024d0c63193e0df2eecb574df4211e21bc3150549b461bf8bb31ed1,87993d813024d0c63193e0df2eecb574df4211e21bc3150549b461bf8bb31ed1,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_GROUP_SUMMARY.csv,PHASE8G_ORIGINAL_VERIFIED
26,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_METHOD.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_METHOD.json,07_ADJUDICATION,3278,a6503c6477cb596e4c5a8fb203fc73ec1f4c0feb2d8f9ff258d0b94d4b485cc6,a6503c6477cb596e4c5a8fb203fc73ec1f4c0feb2d8f9ff258d0b94d4b485cc6,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_METHOD.json,PHASE8G_ORIGINAL_VERIFIED
27,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RESULT_HASHES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RESULT_HASHES.csv,09_FREEZE,790,16d418cb13cfa90936fbaddb32a200d8bf54dc2c8f04fd4623d2c9e12556fe10,16d418cb13cfa90936fbaddb32a200d8bf54dc2c8f04fd4623d2c9e12556fe10,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RESULT_HASHES.csv,PHASE8G_ORIGINAL_VERIFIED
28,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RUN_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RUN_SUMMARY.json,07_ADJUDICATION,4590,bb555cc605826969e16581050300575241b0a05b7a90969f142a71f3747dd195,bb555cc605826969e16581050300575241b0a05b7a90969f142a71f3747dd195,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RUN_SUMMARY.json,PHASE8G_ORIGINAL_VERIFIED
29,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_THRESHOLD_STATISTICS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_THRESHOLD_STATISTICS.csv,07_ADJUDICATION,792,60c489c5b04afbf475e6d862d767a4cc30cf051830841f2eb7ee24d7376f2368,60c489c5b04afbf475e6d862d767a4cc30cf051830841f2eb7ee24d7376f2368,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_THRESHOLD_STATISTICS.csv,PHASE8G_ORIGINAL_VERIFIED
30,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXPERIMENT_METHOD.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXPERIMENT_METHOD.json,01_PROTOCOL,2887,db00d1afe2847f594c0f2f4ca7a12cbbc68adcf4038949f564b5a980086ff89c,db00d1afe2847f594c0f2f4ca7a12cbbc68adcf4038949f564b5a980086ff89c,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXPERIMENT_METHOD.json,PHASE8G_ORIGINAL_VERIFIED
31,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_CONTROL_FULL_RESULTS.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_CONTROL_FULL_RESULTS.txt,05_OUTPUTS,21053518,e93845f48fa86ea93743df8bfc0eb40033ce716f70678ef998190fe64548eb19,e93845f48fa86ea93743df8bfc0eb40033ce716f70678ef998190fe64548eb19,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_CONTROL_FULL_RESULTS.txt,PHASE8G_ORIGINAL_VERIFIED
32,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_MESSAGE_KERNEL_SCORES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_MESSAGE_KERNEL_SCORES.csv,05_OUTPUTS,20967176,3c8d5ff2bbdadcb21e1bfdbfa1adf78974b18b940835b353da8d8b2b91bb4e9f,3c8d5ff2bbdadcb21e1bfdbfa1adf78974b18b940835b353da8d8b2b91bb4e9f,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_MESSAGE_KERNEL_SCORES.csv,PHASE8G_ORIGINAL_VERIFIED
33,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_SOURCE_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_SOURCE_SUMMARY.csv,05_OUTPUTS,373,a6418acbedfbb2441e1f26789ac1ba33bac726af7d8ba7f7bbfe955330a760c3,a6418acbedfbb2441e1f26789ac1ba33bac726af7d8ba7f7bbfe955330a760c3,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_SOURCE_SUMMARY.csv,PHASE8G_ORIGINAL_VERIFIED
34,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\04_KERNEL_METHOD.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\04_KERNEL_METHOD.json,01_PROTOCOL,2130,843f18d2f4056038f5ee30e42c755e915d5c9637d2904a546d69162249348d64,843f18d2f4056038f5ee30e42c755e915d5c9637d2904a546d69162249348d64,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\04_KERNEL_METHOD.json,PHASE8G_ORIGINAL_VERIFIED
35,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\09_KERNEL_RESULT_FILE_LIST.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\09_KERNEL_RESULT_FILE_LIST.txt,05_OUTPUTS,1144,2bf555493569a6ef3f800303aa45e41e9d2a4adfee6b9ec534fe141caf910be8,2bf555493569a6ef3f800303aa45e41e9d2a4adfee6b9ec534fe141caf910be8,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\09_KERNEL_RESULT_FILE_LIST.txt,PHASE8G_ORIGINAL_VERIFIED
36,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\11_KERNEL_RUN_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\11_KERNEL_RUN_SUMMARY.json,05_OUTPUTS,9517,949f01b7cbfc90c73d2d798683ae471b3f8b9a01187b0df2981d642c314db618,949f01b7cbfc90c73d2d798683ae471b3f8b9a01187b0df2981d642c314db618,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\11_KERNEL_RUN_SUMMARY.json,PHASE8G_ORIGINAL_VERIFIED
37,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\12_DIAGNOSTIC_HASHES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\12_DIAGNOSTIC_HASHES.csv,09_FREEZE,1179,f1d2688268d0dbedd2911cf082b82ff5ea849bd1578a34736e199b06f0ca4342,f1d2688268d0dbedd2911cf082b82ff5ea849bd1578a34736e199b06f0ca4342,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\12_DIAGNOSTIC_HASHES.csv,PHASE8G_ORIGINAL_VERIFIED
38,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\KEXT_V4_FULL_RESTART_RESULTS.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\08_PACKAGE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\KEXT_V4_FULL_RESTART_RESULTS.zip,08_PACKAGE,1380618,fbf71195e81ab8880234478959eaf781425b879915077492d84998df3a502e2d,fbf71195e81ab8880234478959eaf781425b879915077492d84998df3a502e2d,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\08_PACKAGE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\KEXT_V4_FULL_RESTART_RESULTS.zip,PHASE8G_ORIGINAL_VERIFIED
39,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_AUC.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_AUC.csv,05_OUTPUTS,112,3ba97e5a1848ad9ff9b180659dc8be17d9f5e8407151ac058150a82bdaed8d0a,3ba97e5a1848ad9ff9b180659dc8be17d9f5e8407151ac058150a82bdaed8d0a,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_AUC.csv,PHASE8G_ORIGINAL_VERIFIED
40,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_GROUP_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_GROUP_SUMMARY.csv,05_OUTPUTS,600,8f4ba29efb914fb2a382f8ae87c21f582f7ee176052506630a28cfe9c39d46df,8f4ba29efb914fb2a382f8ae87c21f582f7ee176052506630a28cfe9c39d46df,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_GROUP_SUMMARY.csv,PHASE8G_ORIGINAL_VERIFIED
41,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_METHOD.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_METHOD.json,01_PROTOCOL,2601,d53e978f55527c517284fda2de410109088e3b99ce5dde683c64c68d2df395ed,d53e978f55527c517284fda2de410109088e3b99ce5dde683c64c68d2df395ed,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_METHOD.json,PHASE8G_ORIGINAL_VERIFIED
42,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_RESULT_HASHES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_RESULT_HASHES.csv,09_FREEZE,1044,7a19f726c4c55526287a5749259e5699f2f470c7722e8e7b14f729f4d9beed10,7a19f726c4c55526287a5749259e5699f2f470c7722e8e7b14f729f4d9beed10,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V4_FULL_RESTART_RESULTS\V4_RESULT_HASHES.csv,PHASE8G_ORIGINAL_VERIFIED
